Customer_ID,Customer_Name,Segment,Age_Group,Gender,City,State,Country,Signup_Date,Loyalty_Points
1062,Customer_1062,Corporate,26-35,Male,Delhi,KA,India,2022-03-27,3032
1063,Customer_1063,Corporate,50+,Female,Chennai,KA,India,2022-03-09,7644
1064,Customer_1064,Corporate,18-25,Male,Chennai,DL,India,2022-01-09,1110
1065,Customer_1065,Corporate,50+,Female,Mumbai,TN,India,2022-03-11,8653
1066,Customer_1066,Corporate,26-35,Female,Bangalore,DL,India,2024-04-25,8513
1067,Customer_1067,Corporate,26-35,Female,Kolkata,KA,India,2024-11-14,4510
1068,Customer_1068,Corporate,18-25,Male,Bangalore,DL,India,2021-08-06,1874
1069,Customer_1069,Consumer,36-50,Male,Bangalore,KA,India,2024-02-06,3039
1070,Customer_1070,Home Office,36-50,Female,Bangalore,TN,India,2023-08-06,1256
1071,Customer_1071,Corporate,26-35,Male,Chennai,WB,India,2021-12-15,3240
1072,Customer_1072,Corporate,36-50,Male,Kolkata,WB,India,2023-02-27,4263
1073,Customer_1073,Corporate,26-35,Male,Bangalore,DL,India,2021-01-26,5269
1074,Customer_1074,Corporate,18-25,Male,Mumbai,KA,India,2023-12-08,7717
1075,Customer_1075,Corporate,18-25,Male,Chennai,WB,India,2023-05-09,1409
1076,Customer_1076,Corporate,26-35,Male,Mumbai,KA,India,2022-01-05,1832
1077,Customer_1077,Home Office,18-25,Male,Mumbai,TN,India,2023-11-04,2024
1078,Customer_1078,Home Office,50+,Female,Bangalore,DL,India,2024-04-25,5736
1079,Customer_1079,Corporate,50+,Male,Mumbai,KA,India,2023-06-03,4993
1080,Customer_1080,Home Office,18-25,Male,Kolkata,DL,India,2021-10-06,7634
1081,Customer_1081,Consumer,26-35,Female,Mumbai,KA,India,2021-12-07,4957
1082,Customer_1082,Corporate,26-35,Female,Bangalore,KA,India,2024-09-13,3213
1083,Customer_1083,Consumer,18-25,Female,Mumbai,TN,India,2022-08-30,6208
1084,Customer_1084,Consumer,36-50,Female,Chennai,DL,India,2023-11-15,9644
1085,Customer_1085,Corporate,50+,Male,Chennai,MH,India,2022-06-13,6453
1086,Customer_1086,Home Office,36-50,Female,Chennai,KA,India,2022-03-02,2753
1087,Customer_1087,Consumer,26-35,Female,Delhi,KA,India,2021-01-29,7328
1088,Customer_1088,Corporate,26-35,Male,Chennai,WB,India,2023-08-14,305
1089,Customer_1089,Consumer,36-50,Male,Chennai,DL,India,2021-11-19,1384
1090,Customer_1090,Consumer,18-25,Male,Delhi,MH,India,2021-11-09,3367
1091,Customer_1091,Consumer,36-50,Female,Chennai,TN,India,2022-08-07,1574
1092,Customer_1092,Consumer,36-50,Male,Bangalore,MH,India,2024-07-17,872
1093,Customer_1093,Home Office,50+,Female,Chennai,TN,India,2023-02-01,8360
1094,Customer_1094,Consumer,50+,Male,Chennai,MH,India,2021-10-22,5578
1095,Customer_1095,Consumer,36-50,Male,Delhi,MH,India,2022-10-18,9795
1096,Customer_1096,Consumer,36-50,Female,Bangalore,DL,India,2023-02-25,1030
1097,Customer_1097,Home Office,26-35,Male,Mumbai,WB,India,2021-08-11,7764
1098,Customer_1098,Consumer,50+,Male,Kolkata,MH,India,2021-03-16,9926
1099,Customer_1099,Consumer,50+,Male,Bangalore,KA,India,2021-04-12,6731
1100,Customer_1100,Home Office,26-35,Male,Mumbai,KA,India,2023-06-04,6905
1101,Customer_1101,Home Office,18-25,Male,Bangalore,KA,India,2021-06-22,4442
1102,Customer_1102,Home Office,50+,Female,Mumbai,WB,India,2023-10-25,3667
1103,Customer_1103,Consumer,50+,Female,Mumbai,MH,India,2022-01-30,1276
1104,Customer_1104,Home Office,18-25,Male,Bangalore,TN,India,2023-04-13,6553
1105,Customer_1105,Home Office,50+,Female,Delhi,TN,India,2023-10-01,542
1106,Customer_1106,Consumer,50+,Female,Bangalore,DL,India,2021-06-16,8546
1107,Customer_1107,Home Office,18-25,Female,Bangalore,WB,India,2021-10-27,4808
1108,Customer_1108,Consumer,18-25,Male,Mumbai,MH,India,2021-04-28,7731
1109,Customer_1109,Corporate,36-50,Male,Kolkata,KA,India,2022-05-27,583
1110,Customer_1110,Home Office,26-35,Male,Mumbai,WB,India,2022-09-04,510
1111,Customer_1111,Corporate,26-35,Female,Chennai,WB,India,2024-04-13,6676
1112,Customer_1112,Consumer,18-25,Female,Bangalore,MH,India,2021-06-08,6671
1113,Customer_1113,Home Office,18-25,Male,Bangalore,DL,India,2024-11-08,9138
1114,Customer_1114,Consumer,50+,Male,Delhi,DL,India,2024-06-04,7695
1115,Customer_1115,Corporate,36-50,Female,Mumbai,DL,India,2023-11-28,3473
1116,Customer_1116,Consumer,36-50,Female,Delhi,KA,India,2022-04-08,1198
1117,Customer_1117,Home Office,18-25,Male,Bangalore,KA,India,2024-12-25,3995
1118,Customer_1118,Home Office,50+,Female,Mumbai,MH,India,2021-04-14,4535
1119,Customer_1119,Corporate,50+,Female,Mumbai,DL,India,2023-09-09,5871
1120,Customer_1120,Consumer,26-35,Female,Chennai,MH,India,2024-05-01,3303
1121,Customer_1121,Home Office,26-35,Female,Chennai,DL,India,2021-09-07,2447
1122,Customer_1122,Corporate,50+,Female,Kolkata,WB,India,2023-11-03,9408
1123,Customer_1123,Home Office,26-35,Female,Chennai,TN,India,2022-07-21,7739
1124,Customer_1124,Home Office,18-25,Female,Mumbai,TN,India,2022-08-20,6844
1125,Customer_1125,Consumer,50+,Male,Chennai,DL,India,2022-09-13,1290
1126,Customer_1126,Home Office,26-35,Male,Kolkata,MH,India,2022-07-09,5834
1127,Customer_1127,Consumer,36-50,Female,Bangalore,KA,India,2024-11-12,7549
1128,Customer_1128,Home Office,50+,Female,Chennai,DL,India,2021-03-12,6687
1129,Customer_1129,Corporate,50+,Female,Mumbai,DL,India,2023-08-14,8693
1130,Customer_1130,Home Office,36-50,Male,Bangalore,KA,India,2023-08-31,7428
1131,Customer_1131,Consumer,18-25,Male,Mumbai,DL,India,2022-03-14,386
1132,Customer_1132,Consumer,36-50,Female,Bangalore,WB,India,2023-12-04,8603
1133,Customer_1133,Corporate,50+,Male,Mumbai,KA,India,2024-07-19,2006
1134,Customer_1134,Home Office,18-25,Female,Chennai,WB,India,2023-11-04,5213
1135,Customer_1135,Home Office,26-35,Female,Chennai,TN,India,2024-10-26,2147
1136,Customer_1136,Corporate,26-35,Female,Kolkata,KA,India,2024-02-10,3868
1137,Customer_1137,Home Office,26-35,Female,Bangalore,KA,India,2024-11-03,9530
1138,Customer_1138,Home Office,50+,Female,Kolkata,MH,India,2021-11-10,6037
1139,Customer_1139,Consumer,36-50,Female,Delhi,MH,India,2024-12-09,6637
1140,Customer_1140,Home Office,18-25,Female,Chennai,KA,India,2022-04-30,352
1141,Customer_1141,Home Office,26-35,Male,Bangalore,TN,India,2021-06-18,4964
1142,Customer_1142,Corporate,18-25,Female,Kolkata,DL,India,2023-06-07,3188
1143,Customer_1143,Corporate,50+,Male,Kolkata,MH,India,2023-03-14,1302
1144,Customer_1144,Consumer,26-35,Female,Delhi,TN,India,2021-09-03,7749
1145,Customer_1145,Home Office,50+,Female,Kolkata,TN,India,2021-09-23,846
1146,Customer_1146,Home Office,36-50,Male,Mumbai,MH,India,2023-04-29,7521
1147,Customer_1147,Home Office,50+,Male,Chennai,DL,India,2021-08-31,8717
1148,Customer_1148,Consumer,50+,Female,Kolkata,MH,India,2024-08-16,2524
1149,Customer_1149,Consumer,36-50,Male,Kolkata,TN,India,2024-09-12,1878
1150,Customer_1150,Corporate,18-25,Female,Delhi,WB,India,2022-06-14,4105
1151,Customer_1151,Consumer,36-50,Female,Mumbai,MH,India,2023-04-27,3630
1152,Customer_1152,Home Office,36-50,Male,Kolkata,TN,India,2023-10-01,7670
1153,Customer_1153,Home Office,50+,Male,Chennai,MH,India,2021-12-08,6667
1154,Customer_1154,Consumer,18-25,Male,Chennai,TN,India,2024-06-26,2819
1155,Customer_1155,Home Office,26-35,Male,Kolkata,DL,India,2023-01-30,5979
1156,Customer_1156,Home Office,36-50,Female,Mumbai,TN,India,2024-11-04,8077
1157,Customer_1157,Consumer,18-25,Male,Chennai,KA,India,2023-03-09,9250
1158,Customer_1158,Consumer,36-50,Male,Chennai,WB,India,2022-06-16,2489
1159,Customer_1159,Home Office,36-50,Male,Mumbai,TN,India,2023-05-14,5688
1160,Customer_1160,Home Office,36-50,Male,Mumbai,MH,India,2024-11-05,3264
1161,Customer_1161,Home Office,36-50,Male,Kolkata,MH,India,2021-02-11,6023
1162,Customer_1162,Corporate,50+,Female,Bangalore,TN,India,2024-09-30,2293
1163,Customer_1163,Corporate,18-25,Female,Delhi,KA,India,2022-08-22,674
1164,Customer_1164,Corporate,18-25,Male,Bangalore,TN,India,2024-07-08,6257
1165,Customer_1165,Consumer,18-25,Male,Bangalore,DL,India,2021-11-02,1011
1166,Customer_1166,Corporate,36-50,Female,Chennai,KA,India,2023-03-20,8985
1167,Customer_1167,Consumer,50+,Male,Mumbai,TN,India,2023-05-12,232
1168,Customer_1168,Consumer,36-50,Female,Chennai,WB,India,2024-06-17,3027
1169,Customer_1169,Corporate,36-50,Female,Delhi,KA,India,2022-11-10,3609
1170,Customer_1170,Corporate,18-25,Male,Kolkata,TN,India,2024-08-29,2173
1171,Customer_1171,Corporate,36-50,Female,Delhi,WB,India,2023-01-01,3384
1172,Customer_1172,Home Office,26-35,Male,Chennai,TN,India,2022-03-17,2328
1173,Customer_1173,Corporate,36-50,Male,Chennai,DL,India,2023-07-22,797
1174,Customer_1174,Home Office,26-35,Female,Chennai,MH,India,2023-06-22,7121
1175,Customer_1175,Consumer,36-50,Female,Chennai,TN,India,2021-05-13,3684
1176,Customer_1176,Home Office,50+,Male,Bangalore,KA,India,2022-12-20,4487
1177,Customer_1177,Corporate,50+,Female,Kolkata,TN,India,2021-02-20,7690
1178,Customer_1178,Consumer,18-25,Male,Bangalore,TN,India,2022-09-10,2589
1179,Customer_1179,Consumer,36-50,Female,Chennai,TN,India,2022-01-27,4701
1180,Customer_1180,Consumer,26-35,Female,Mumbai,TN,India,2022-11-27,8700
1181,Customer_1181,Home Office,26-35,Male,Bangalore,KA,India,2022-06-07,7667
1182,Customer_1182,Corporate,36-50,Male,Chennai,KA,India,2022-05-23,6414
1183,Customer_1183,Consumer,26-35,Male,Chennai,TN,India,2021-12-20,1463
1184,Customer_1184,Consumer,50+,Female,Kolkata,MH,India,2023-05-17,3110
1185,Customer_1185,Consumer,26-35,Male,Delhi,TN,India,2023-08-31,1047
1186,Customer_1186,Home Office,18-25,Male,Bangalore,KA,India,2024-11-19,4871
1187,Customer_1187,Home Office,50+,Female,Bangalore,DL,India,2023-08-14,5289
1188,Customer_1188,Corporate,50+,Female,Bangalore,TN,India,2021-04-06,4435
1189,Customer_1189,Home Office,50+,Male,Chennai,TN,India,2021-04-16,8360
1190,Customer_1190,Consumer,36-50,Male,Kolkata,TN,India,2022-11-09,1561
1191,Customer_1191,Corporate,36-50,Male,Chennai,TN,India,2022-05-28,7859
1192,Customer_1192,Consumer,50+,Male,Chennai,WB,India,2024-06-19,6805
1193,Customer_1193,Consumer,36-50,Female,Mumbai,TN,India,2023-05-06,7812
1194,Customer_1194,Home Office,26-35,Female,Kolkata,KA,India,2023-03-01,6286
1195,Customer_1195,Corporate,36-50,Male,Bangalore,KA,India,2022-05-30,7843
1196,Customer_1196,Home Office,36-50,Male,Delhi,WB,India,2023-06-17,574
1197,Customer_1197,Home Office,50+,Male,Bangalore,TN,India,2023-12-21,9934
1198,Customer_1198,Corporate,18-25,Female,Chennai,MH,India,2024-12-10,4016
1199,Customer_1199,Consumer,18-25,Male,Kolkata,TN,India,2023-10-05,7227
1200,Customer_1200,Consumer,18-25,Male,Kolkata,KA,India,2024-08-10,4024
1201,Customer_1201,Corporate,26-35,Female,Kolkata,DL,India,2023-01-07,8722
1202,Customer_1202,Consumer,36-50,Female,Mumbai,DL,India,2021-10-29,990
1203,Customer_1203,Corporate,18-25,Male,Bangalore,MH,India,2024-04-08,2120
1204,Customer_1204,Corporate,50+,Male,Mumbai,TN,India,2022-10-08,4964
1205,Customer_1205,Home Office,18-25,Female,Delhi,WB,India,2023-12-01,2441
1206,Customer_1206,Corporate,18-25,Male,Chennai,TN,India,2021-08-19,5877
1207,Customer_1207,Home Office,36-50,Male,Mumbai,MH,India,2024-12-03,2520
1208,Customer_1208,Consumer,36-50,Female,Mumbai,MH,India,2023-01-08,4408
1209,Customer_1209,Consumer,36-50,Female,Chennai,MH,India,2023-09-24,9653
1210,Customer_1210,Consumer,26-35,Female,Kolkata,DL,India,2021-10-24,951
1211,Customer_1211,Consumer,26-35,Male,Chennai,TN,India,2022-03-31,964
1212,Customer_1212,Home Office,18-25,Female,Bangalore,TN,India,2023-12-17,2134
1213,Customer_1213,Consumer,36-50,Female,Chennai,WB,India,2023-07-31,4454
1214,Customer_1214,Corporate,18-25,Male,Kolkata,MH,India,2021-08-28,8886
1215,Customer_1215,Corporate,50+,Male,Chennai,MH,India,2024-04-14,2244
1216,Customer_1216,Corporate,50+,Female,Mumbai,KA,India,2023-12-23,2803
1217,Customer_1217,Home Office,36-50,Female,Delhi,KA,India,2022-07-05,3911
1218,Customer_1218,Consumer,36-50,Male,Mumbai,DL,India,2021-05-18,1408
1219,Customer_1219,Consumer,50+,Male,Delhi,TN,India,2022-03-30,5237
1220,Customer_1220,Consumer,36-50,Female,Chennai,WB,India,2024-06-03,4593
1221,Customer_1221,Home Office,26-35,Female,Bangalore,WB,India,2022-03-19,8051
1222,Customer_1222,Corporate,26-35,Male,Chennai,MH,India,2024-05-14,8653
1223,Customer_1223,Corporate,36-50,Female,Kolkata,WB,India,2021-01-27,7663
1224,Customer_1224,Consumer,50+,Male,Chennai,MH,India,2022-04-02,9809
1225,Customer_1225,Corporate,18-25,Female,Delhi,TN,India,2022-11-26,7113
1226,Customer_1226,Corporate,36-50,Male,Mumbai,WB,India,2022-12-11,8142
1227,Customer_1227,Home Office,36-50,Male,Bangalore,MH,India,2023-04-29,6377
1228,Customer_1228,Home Office,18-25,Female,Chennai,TN,India,2023-08-07,8608
1229,Customer_1229,Home Office,36-50,Female,Chennai,TN,India,2021-04-17,5601
1230,Customer_1230,Home Office,18-25,Male,Mumbai,MH,India,2022-03-20,1388
1231,Customer_1231,Consumer,50+,Female,Bangalore,MH,India,2021-02-05,6296
1232,Customer_1232,Home Office,26-35,Female,Chennai,DL,India,2022-08-20,4367
1233,Customer_1233,Corporate,50+,Female,Chennai,TN,India,2021-06-04,9938
1234,Customer_1234,Consumer,26-35,Male,Delhi,MH,India,2024-04-07,3978
1235,Customer_1235,Corporate,18-25,Female,Delhi,TN,India,2023-03-07,4490
1236,Customer_1236,Corporate,26-35,Female,Kolkata,WB,India,2021-09-29,852
1237,Customer_1237,Corporate,50+,Male,Mumbai,KA,India,2024-12-14,6377
1238,Customer_1238,Home Office,26-35,Female,Bangalore,KA,India,2024-04-22,9903
1239,Customer_1239,Home Office,18-25,Female,Chennai,MH,India,2024-06-14,6501
1240,Customer_1240,Consumer,26-35,Male,Chennai,MH,India,2023-09-08,8114
1241,Customer_1241,Consumer,36-50,Male,Kolkata,TN,India,2021-05-02,8428
1242,Customer_1242,Home Office,50+,Female,Chennai,MH,India,2024-12-11,1056
1243,Customer_1243,Corporate,36-50,Female,Mumbai,TN,India,2024-10-30,2260
1244,Customer_1244,Consumer,18-25,Male,Kolkata,MH,India,2024-09-11,9217
1245,Customer_1245,Home Office,26-35,Male,Mumbai,TN,India,2021-05-30,908
1246,Customer_1246,Home Office,36-50,Female,Kolkata,MH,India,2022-12-08,449
1247,Customer_1247,Home Office,36-50,Female,Chennai,DL,India,2023-09-22,568
1248,Customer_1248,Corporate,26-35,Female,Kolkata,TN,India,2021-06-02,3498
1249,Customer_1249,Home Office,26-35,Male,Delhi,DL,India,2023-11-07,5870
1250,Customer_1250,Home Office,50+,Female,Bangalore,DL,India,2022-07-05,1308
1251,Customer_1251,Home Office,36-50,Male,Chennai,DL,India,2023-04-25,717
1252,Customer_1252,Home Office,36-50,Male,Bangalore,DL,India,2024-10-03,9161
1253,Customer_1253,Consumer,18-25,Male,Chennai,WB,India,2024-05-10,3345
1254,Customer_1254,Consumer,50+,Female,Bangalore,KA,India,2024-12-17,7214
1255,Customer_1255,Home Office,18-25,Female,Delhi,WB,India,2021-10-07,7682
1256,Customer_1256,Corporate,36-50,Female,Bangalore,MH,India,2022-02-26,2718
1257,Customer_1257,Consumer,18-25,Male,Kolkata,MH,India,2023-09-20,9095
1258,Customer_1258,Home Office,36-50,Female,Bangalore,KA,India,2023-03-15,9642
1259,Customer_1259,Consumer,36-50,Male,Chennai,KA,India,2021-12-21,1455
1260,Customer_1260,Consumer,18-25,Male,Mumbai,KA,India,2022-01-13,7297
1261,Customer_1261,Corporate,18-25,Male,Bangalore,DL,India,2024-02-22,7035
1262,Customer_1262,Home Office,26-35,Male,Bangalore,WB,India,2021-03-21,4230
1263,Customer_1263,Home Office,26-35,Male,Bangalore,MH,India,2023-09-15,531
1264,Customer_1264,Corporate,26-35,Male,Chennai,WB,India,2021-08-21,2267
1265,Customer_1265,Corporate,36-50,Female,Bangalore,WB,India,2021-06-03,332
1266,Customer_1266,Home Office,18-25,Male,Chennai,WB,India,2023-06-26,5249
1267,Customer_1267,Home Office,50+,Female,Chennai,KA,India,2024-12-03,7199
1268,Customer_1268,Corporate,36-50,Male,Mumbai,KA,India,2023-11-21,5721
1269,Customer_1269,Consumer,50+,Female,Kolkata,MH,India,2022-01-06,9513
1270,Customer_1270,Consumer,18-25,Female,Chennai,MH,India,2021-11-19,8012
1271,Customer_1271,Corporate,36-50,Female,Delhi,MH,India,2021-11-28,7928
1272,Customer_1272,Consumer,50+,Female,Bangalore,WB,India,2021-08-31,9900
1273,Customer_1273,Corporate,50+,Male,Delhi,KA,India,2022-03-06,6500
1274,Customer_1274,Consumer,26-35,Male,Bangalore,DL,India,2024-04-20,400
1275,Customer_1275,Consumer,26-35,Male,Mumbai,WB,India,2023-03-20,7039
1276,Customer_1276,Home Office,26-35,Male,Chennai,TN,India,2022-01-11,3991
1277,Customer_1277,Home Office,36-50,Female,Kolkata,WB,India,2021-03-22,9670
1278,Customer_1278,Consumer,18-25,Female,Chennai,KA,India,2022-02-24,1057
1279,Customer_1279,Consumer,18-25,Female,Bangalore,TN,India,2022-04-12,7933
1280,Customer_1280,Home Office,26-35,Male,Kolkata,WB,India,2024-12-22,2993
1281,Customer_1281,Home Office,26-35,Female,Chennai,KA,India,2023-12-17,8233
1282,Customer_1282,Home Office,26-35,Male,Kolkata,KA,India,2024-09-07,26
1283,Customer_1283,Corporate,50+,Female,Bangalore,DL,India,2024-07-13,3533
1284,Customer_1284,Consumer,26-35,Female,Mumbai,WB,India,2024-06-04,2618
1285,Customer_1285,Home Office,50+,Female,Mumbai,KA,India,2023-04-09,9362
1286,Customer_1286,Consumer,18-25,Female,Chennai,MH,India,2023-03-15,6639
1287,Customer_1287,Corporate,36-50,Female,Delhi,KA,India,2023-12-14,6629
1288,Customer_1288,Corporate,36-50,Male,Bangalore,DL,India,2023-09-05,7627
1289,Customer_1289,Home Office,36-50,Female,Chennai,KA,India,2021-01-04,7042
1290,Customer_1290,Corporate,36-50,Male,Chennai,WB,India,2024-08-26,8902
1291,Customer_1291,Consumer,50+,Male,Mumbai,WB,India,2022-08-26,2018
1292,Customer_1292,Home Office,50+,Male,Kolkata,TN,India,2024-01-18,4878
1293,Customer_1293,Consumer,26-35,Male,Bangalore,WB,India,2021-11-16,2898
1294,Customer_1294,Consumer,50+,Male,Kolkata,TN,India,2024-10-30,6075
1295,Customer_1295,Corporate,26-35,Male,Bangalore,MH,India,2022-05-16,2047
1296,Customer_1296,Corporate,26-35,Male,Delhi,DL,India,2024-06-11,5202
1297,Customer_1297,Corporate,36-50,Male,Mumbai,MH,India,2024-09-22,1558
1298,Customer_1298,Corporate,50+,Female,Delhi,TN,India,2022-07-25,1722
1299,Customer_1299,Corporate,50+,Female,Chennai,KA,India,2021-07-04,4052
1300,Customer_1300,Home Office,26-35,Male,Mumbai,KA,India,2022-07-10,1651
1301,Customer_1301,Consumer,26-35,Male,Chennai,MH,India,2024-04-18,5222
1302,Customer_1302,Consumer,18-25,Male,Delhi,KA,India,2024-01-05,1778
1303,Customer_1303,Consumer,18-25,Female,Bangalore,TN,India,2023-06-12,683
1304,Customer_1304,Consumer,26-35,Female,Chennai,DL,India,2024-07-19,9471
1305,Customer_1305,Corporate,18-25,Male,Kolkata,WB,India,2021-02-24,2010
1306,Customer_1306,Consumer,18-25,Male,Bangalore,TN,India,2023-05-13,9407
1307,Customer_1307,Home Office,26-35,Female,Bangalore,TN,India,2021-03-18,2582
1308,Customer_1308,Home Office,26-35,Female,Delhi,WB,India,2021-10-23,8505
1309,Customer_1309,Consumer,50+,Male,Delhi,WB,India,2024-05-27,7443
1310,Customer_1310,Consumer,26-35,Male,Mumbai,DL,India,2024-07-24,5492
1311,Customer_1311,Home Office,26-35,Male,Mumbai,DL,India,2023-01-16,443
1312,Customer_1312,Home Office,36-50,Male,Kolkata,DL,India,2024-07-13,1671
1313,Customer_1313,Corporate,50+,Female,Bangalore,KA,India,2023-06-19,3266
1314,Customer_1314,Home Office,50+,Female,Kolkata,TN,India,2021-02-12,7425
1315,Customer_1315,Corporate,50+,Male,Kolkata,WB,India,2024-10-16,5909
1316,Customer_1316,Corporate,36-50,Male,Delhi,TN,India,2024-06-05,7014
1317,Customer_1317,Corporate,26-35,Male,Kolkata,TN,India,2021-08-15,5479
1318,Customer_1318,Corporate,50+,Female,Kolkata,DL,India,2023-12-23,7819
1319,Customer_1319,Corporate,50+,Male,Chennai,DL,India,2021-06-20,5141
1320,Customer_1320,Consumer,18-25,Male,Mumbai,TN,India,2023-08-21,715
1321,Customer_1321,Home Office,50+,Male,Mumbai,DL,India,2023-02-01,891
1322,Customer_1322,Corporate,26-35,Female,Bangalore,KA,India,2023-04-30,3807
1323,Customer_1323,Home Office,26-35,Male,Mumbai,WB,India,2021-11-03,500
1324,Customer_1324,Home Office,18-25,Female,Bangalore,TN,India,2022-07-22,2640
1325,Customer_1325,Corporate,50+,Male,Chennai,WB,India,2023-09-19,9545
1326,Customer_1326,Consumer,50+,Male,Mumbai,KA,India,2021-02-03,8894
1327,Customer_1327,Corporate,50+,Male,Chennai,DL,India,2023-04-07,2333
1328,Customer_1328,Consumer,36-50,Female,Mumbai,MH,India,2021-05-10,2194
